,url,headline,details,date
3,https://www.reuters.com//article/uk-factcheck-dominion-myanmar/fact-check-myanmar-did-not-use-dominion-voting-systems-in-general-election-idUSKBN2A22ZO,Fact check: Myanmar did not use Dominion Voting Systems in general election,"Social media users have been sharing posts claiming that machines from Dominion Voting Systems were used in the 2020 Myanmar general election, implying that they were linked to the allegations of election fraud made by the country’s army when it seized power in a military coup on Feb. 1, 2021. Dominion Voting Systems confirmed the claim is untrue, and Myanmar’s election was carried out with paper ballots counted by hand, not electronically, making this link illogical.",04-02-2021
4,https://www.reuters.com//article/uk-factcheck-who-instructions-pcr-guidan/fact-check-who-released-guidance-on-proper-use-of-tests-it-did-not-admit-pcr-tests-showed-inflated-infection-numbers-idUSKBN2A429W,Fact check: WHO released guidance on proper use of tests; it did not admit PCR tests showed inflated infection numbers,Social media users have been sharing screenshots purporting that the World Health Organization (WHO) released guidance to laboratories and incorrectly saying this was to reduce the positive test result count in PCR (polymerase chain reaction) COVID-19 tests. The social media users claim the WHO’s guidance amounted to an admission that the current PCR tests were inflating COVID-19 infection number. This claim is false. The WHO’s guidance was meant to remind labs to conduct the tests with the inst,04-02-2021
5,https://www.reuters.com//article/uk-factcheck-levine-photo/fact-check-digitally-altered-photograph-of-assistant-u-s-health-secretary-rachel-levine-idUSKBN2A429T,Fact check: Digitally altered photograph of assistant U.S. health secretary Rachel Levine,An altered photo of assistant U.S. health secretary Dr Rachel Levine has been circulating on social media in which Levine’s face has been superimposed onto a photo of someone who participated in the UK television show Lorraine Kelly’s Big Fat Challenge.,04-02-2021
6,https://www.reuters.com//article/uk-factcheck-false-masks-bacteria/fact-check-no-evidence-linking-masks-to-oral-bacteria-and-to-lung-cancer-article-refers-to-study-that-did-not-involve-masks-idUSKBN2A4275,Fact check: No evidence linking masks to oral bacteria and to lung cancer; article refers to study that did not involve masks,"Users on social media are sharing an article that claims long-term mask-wearing “breeds microbes that infiltrate the lungs and contribute to advanced stage lung cancer”. As alleged evidence, the article refers to a study that did not involve mask-wearing and does not makes this claim. The authors of the study say that there’s no scientific evidence to back the article’s misinterpretation of their actual results.",04-02-2021
7,https://www.reuters.com//article/uk-factcheck-lights-white-house/fact-check-white-house-was-not-vacant-for-ten-days-after-inauguration-night-time-darkness-pre-dates-biden-idUSKBN2A32TS,Fact check: White House was not vacant for ten days after inauguration; night-time darkness pre-dates Biden,"Social media users have been sharing posts which claim that the White House has been empty for at least ten nights in a row since President Biden’s inauguration on Jan. 20, 2021, because the lights have been switched off at night. With links to the “10 days of darkness” theory connected to the baseless QAnon conspiracy, this claim is false: business has been carried out in the White House since Biden’s inauguration and the Bidens have moved into the residence. The White House lights have been ro",04-02-2021
8,https://www.reuters.com//article/uk-factcheck-second-wave/fact-check-scientists-warnings-do-not-mean-covid-19-was-planned-the-second-wave-was-not-caused-by-masks-5g-or-vaccines-idUSKBN2A330U,"Fact check: Scientists’ warnings do not mean COVID-19 was planned; the second wave was not caused by masks, 5G or vaccines",Social media users have been sharing a video in which an individual makes numerous false statements about the novel coronavirus pandemic.,04-02-2021
9,https://www.reuters.com//article/uk-factcheck-moore/fact-check-false-claims-about-fundraiser-captain-tom-moore-idUSKBN2A330C,Fact check: False claims about fundraiser Captain Tom Moore,"Social media users have shared false claims about the British World War Two veteran Captain Tom Moore, who died on Feb. 2, 2021, after contracting COVID-19.",03-02-2021
0,https://www.reuters.com//article/uk-factcheck-cnn-article-biden-age-of-co/fact-check-cnn-article-about-president-biden-lowering-age-of-consent-is-digitally-altered-idUSKBN2A3316,Fact check: CNN article about President Biden lowering age of consent is digitally altered,Social media users have been sharing a screenshot online that shows a CNN Politics article with the headline “Biden administration lowers age of consent to 8”. This claim is false and this image has been digitally altered; CNN published no such article.,03-02-2021
1,https://www.reuters.com//article/uk-factcheck-hm-altered-sweatshirt/fact-check-hm-sweatshirt-has-been-digitally-altered-idUSKBN2A32VF,Fact check: 'H&M' sweatshirt has been digitally altered,"An image circulating on social media allegedly shows an H&M hoodie that says “Koolest Kid in the Klan”. This photo, however, has been digitally altered to include the Ku Klux Klan (KKK) reference.",03-02-2021
2,https://www.reuters.com//article/uk-factcheck-denzel-washington-blm/fact-check-denzel-washington-praised-law-enforcement-but-did-not-mention-blm-in-january-2021-interview-idUSKBN2A32UO,Fact check: Denzel Washington praised law enforcement but did not mention BLM in January 2021 interview,"Social media users have been sharing an article with a headline that attributes a quote to actor Denzel Washington. While the actor made similar remarks about those critical of law enforcement, “I support police over BLM, don’t put them down!” is not a direct quote of his.",03-02-2021
3,https://www.reuters.com//article/uk-factcheck-buffett-keystone-pipeline/fact-check-buffett-did-not-donate-to-biden-oil-that-would-have-been-transported-through-the-keystone-xl-pipeline-will-use-existing-infrastructure-not-buffett-owned-railroad-idUSKBN2A22LR,"Fact check: Buffett did not donate to Biden; oil that would have been transported through the Keystone XL Pipeline will use existing infrastructure, not Buffett-owned railroad","Days after U.S. President Joe Biden cancelled construction plans for the Keystone XL Pipeline - meant to carry oil from Canada’s Alberta province to Nebraska - posts on social media alleged this move was due to Warren Buffett’s extensive political donations to Biden’s campaign. They claim that railways owned by Buffett now stand to benefit from transporting the oil that the Keystone XL Pipeline would have carried. Buffett, however, did not donate to Biden’s 2020 presidential campaign and oil fro",03-02-2021
4,https://www.reuters.com//article/uk-factcheck-mice/fact-check-a-2012-study-did-not-use-mrna-vaccines-or-result-in-animals-dying-from-disease-idUSKBN2A22UW,Fact check: A 2012 study did not use mRNA vaccines or result in animals dying from disease,"A video which uses a research paper to argue that mRNA vaccines will make people fatally weakened to other diseases makes untrue claims about the study, according to the paper’s lead author.",02-02-2021
5,https://www.reuters.com//article/uk-factcheck-modern-us-presidents-new-wa/fact-check-which-u-s-presidents-led-the-nation-into-new-wars-idUSKBN2A22SN,Fact check: Which U.S. presidents led the nation into new wars?,"Posts on social media say former U.S. President Donald Trump was “the first president in modern history” who “did not start a new war.” There have, however, been other U.S. presidents in modern history who did not enter the country into a new war. While defining military interventions can be difficult, Trump is not the only president not to start a new war during his administration.",02-02-2021
6,https://www.reuters.com//article/uk-factcheck-cheetahs-south-africa-not-i/fact-check-video-shows-cheetahs-cuddling-with-human-in-south-africa-not-india-idUSKBN2A22OY,"Fact check: Video shows cheetahs cuddling with human in South Africa, not India","In late January 2021, posts circulating on social media claimed to show a video of wild cheetahs snuggling with a farmer in Rajasthan, India. Though the footage is authentic, it does not come from India but from a cheetah breeding center in Bloemfontein, South Africa.",02-02-2021
7,https://www.reuters.com//article/uk-factcheck-vaccines-clinical-trials/fact-check-covid-19-vaccines-did-have-clinical-trials-idUSKBN2A22D3,Fact check: COVID-19 vaccines did have clinical trials,Social media users have shared a video that falsely claims clinical trials for the COVID-19 vaccines did not take place.,02-02-2021
8,https://www.reuters.com//article/uk-factcheck-gibraltar-deaths/fact-check-vaccine-not-linked-to-covid-19-deaths-in-gibraltar-idUSKBN2A22CC,Fact check: Vaccine not linked to COVID-19 deaths in Gibraltar,"The claim that coronavirus deaths in Gibraltar have been caused by the vaccine, not the virus, has been shared on social media. This claim is false.",02-02-2021
9,https://www.reuters.com//article/uk-factcheck-pharmaceuticals-philanthrop/fact-check-the-covid-19-pandemic-was-not-orchestrated-by-pharmaceutical-companies-investment-groups-and-philanthropists-idUSKBN29Z0TM,"Fact check: The COVID-19 pandemic was not orchestrated by pharmaceutical companies, investment groups and philanthropists","A Facebook post suggesting that pharmaceutical companies, global investment groups and billionaire philanthropists conspired to bring about the COVID-19 pandemic has been shared online.",02-02-2021
0,https://www.reuters.com//article/uk-factcheck-european-politicians/fact-check-no-link-between-resignation-of-four-european-politicians-and-collapse-of-italian-government-idUSKBN2A20XD,Fact check: No link between resignation of four European politicians and collapse of Italian government,Social media users have made an unfounded connection between the resignation of four European politicians and the collapse of the Italian government.,02-02-2021
1,https://www.reuters.com//article/uk-factcheck-john-adams-quote-congress/fact-check-john-adams-quote-about-congress-stems-from-1969-broadway-musical-idUSKBN2A13QY,Fact check: John Adams quote about Congress stems from 1969 Broadway musical,"Social media users have been sharing a quote online attributed to the second president of the United States, John Adams. This quote originated from a musical that premiered in 1969 on Broadway; it was not said by Adams.",01-02-2021
2,https://www.reuters.com//article/uk-factcheck-biden-beau-watch-inaugurati/fact-check-joe-biden-did-not-wear-his-son-beaus-watch-at-inauguration-idUSKBN2A13PC,Fact check: Joe Biden did not wear his son Beau’s watch at inauguration,"Social media users have been sharing content online that claims President Joe Biden wore his late son Beau Biden’s Rolex watch at his inauguration. This claim is false: White House officials told Mediate that the watch was a gift to Biden from his wife, Jill.",01-02-2021
3,https://www.reuters.com//article/uk-factcheck-nurses/fact-check-video-shares-false-claim-about-nurse-deaths-after-covid-19-vaccination-idUSKBN29Z0SZ,Fact check: Video shares false claim about nurse deaths after COVID-19 vaccination,"A Facebook video features the false claim that five UK nurses have died since taking the COVID-19 vaccine. The MHRA, which regulates medicines in the UK, said it has received no such reports.",30-01-2021
4,https://www.reuters.com//article/uk-factcheck-immune/fact-check-vaccine-company-did-not-say-it-is-better-to-fight-covid-19-than-get-the-vaccine-idUSKBN29Z0SB,Fact check: Vaccine company did not say it is better to fight COVID-19 than get the vaccine,Facebook users have claimed that pharmaceutical company Merck has said it is better to catch COVID-19 and recover naturally than it is to get vaccinated. This is false. It is a misrepresentation of a statement from Merck.,30-01-2021
5,https://www.reuters.com//article/uk-factcheck-rates/fact-check-high-rates-of-covid-19-cases-not-vaccine-delivery-led-to-rise-in-reported-deaths-idUSKBN29Z0S7,"Fact check: High rates of COVID-19 cases, not vaccine delivery, led to rise in reported deaths",A Facebook post has suggested the surge of COVID-19 deaths in Britain has been caused by the coronavirus vaccine rather than from the virus itself. This is not true.,30-01-2021
6,https://www.reuters.com//article/uk-factcheck-anaphylaxis/fact-check-anaphylaxis-and-bells-palsy-are-not-the-most-common-side-effects-of-covid-19-vaccines-idUSKBN29Z0PD,Fact check: Anaphylaxis and Bell’s palsy are not the most common side-effects of COVID-19 vaccines,A Facebook user has made multiple false claims about COVID-19 vaccines in a video that has been shared thousands of times.,30-01-2021
7,https://www.reuters.com//article/uk-factcheck-gamestop/fact-check-video-clip-of-an-american-investor-discussing-gamestop-shares-has-been-edited-idUSKBN29Z0GE,Fact check: Video clip of an American investor discussing GameStop shares has been edited,"A video showing American investor Leon Cooperman speaking in a TV news interview has been shared thousands of times on social media. However, the short video includes Cooperman’s comments on two separate issues, made at different points in his interview. In the edited version shared on social media, they are presented in a way that could mislead viewers.",30-01-2021
8,https://www.reuters.com//article/uk-factcheck-fake-cnn-headline-gamestop/fact-check-cnn-headline-about-gamestop-trade-phenomenon-has-been-digitally-altered-idUSKBN29Y2ZH,Fact check: CNN headline about GameStop trade phenomenon has been digitally altered,"In a week that saw a tug of war between solo stock traders and seasoned hedge funds, some social media users shared an alleged screenshot of a CNN headline stating, “White Supremacist Internet Gamers buy Gamestop (sic) stocks to purposefully bankrupt Jewish Hedge Fund on International Holocaust Remembrance Day.” The alleged headline, which incorrectly capitalizes some words and not others, is digitally altered. CNN reported no such thing.",30-01-2021
9,https://www.reuters.com//article/uk-factcheck-la-county-hospitalizations/fact-check-decline-in-hospitalizations-led-to-lifting-of-stay-at-home-order-in-la-county-idUSKBN29Y2SQ,Fact check: Decline in hospitalizations led to lifting of stay-at-home order in LA County,"Posts have circulated on social media that claim the decision to reopen Los Angeles County was political because the daily number of hospitalizations was lower on the day that regional stay-at-home orders were put in place than it was when they were lifted. This claim lacks context: although the figures in the posts are correct, they fail to show that the number of hospitalizations was on an upward trend when the regional stay-at-home orders were put in place and was declining when the orders we",29-01-2021
0,https://www.reuters.com//article/uk-factcheck-us-troops-europe-child-traf/fact-check-u-s-did-not-send-50000-troops-to-europe-in-march-2020-to-free-child-trafficked-children-idUSKBN29Y2L4,"Fact check: U.S. did not send 50,000 troops to Europe in March 2020 to ‘free child trafficked children’",Social media users have been sharing content online that says thousands of United States troops were sent to Europe in March 2020 for a child trafficking operation. This claim is false.  ,29-01-2021
1,https://www.reuters.com//article/uk-factcheck-oval-office-closed/fact-check-oval-office-is-not-permanently-closed-on-apple-maps-idUSKBN29Y2KU,Fact check: Oval Office is not ‘permanently closed’ on Apple maps,"Social media users have been sharing posts that say the Oval Office in the White House is permanently closed, using screenshots purportedly from Apple maps that show the Oval Office marked as “permanently closed”. This claim is false: the Oval Office has not permanently closed as President Biden is working there and this notice does not appear on Apple maps.",29-01-2021
2,https://www.reuters.com//article/uk-factcheck-bill-gates-fake-3-billion-q/fact-check-no-evidence-bill-gates-said-at-least-3-billion-people-need-to-die-idUSKBN29Y20D,Fact check: No evidence Bill Gates said ‘at least 3 billion people need to die’,"A video viewed thousands of times on social media attributes to Bill Gates a quote about “sterilization and population control”. The clip shows a man saying: “In the words of Bill Gates, at least 3 billion people need to die”. Reuters found no evidence Gates ever made such a statement.",29-01-2021
3,https://www.reuters.com//article/uk-factcheck-nursing-home/fact-check-video-about-deaths-in-an-irish-nursing-home-death-following-vaccinations-is-missing-context-idUSKBN29Y1X2,Fact check: Video about deaths in an Irish nursing home death following vaccinations is missing context,A video in which a political activist demands answers relating to reports of deaths in a Dublin nursing home has been viewed thousand of times.,29-01-2021
4,https://www.reuters.com//article/uk-fact-check-squad-bin-laden-altered-im/fact-check-photo-of-congresswomen-with-osama-bin-laden-in-background-is-edited-idUSKBN29X314,Fact check: Photo of congresswomen with Osama bin Laden in background is edited,"Social media users have been sharing a photo of congresswomen Ilhan Omar, Ayanna Pressley, Rashida Tlaib and Alexandria Ocasio-Cortez (slightly cropped out) sitting at a conference table in front of a painting of Osama bin Laden, the al Qaeda leader killed in a U.S. raid in Pakistan, and a sign saying “Unfit to serve. Impeach Trump.” This is a digitally altered version of the original photo, posted by Ocasio-Cortez on Instagram: the picture of bin Laden has been superimposed onto another paintin",28-01-2021
5,https://www.reuters.com//article/uk-factcheck-hospital/fact-check-covid-19-has-been-proven-to-exist-and-is-not-a-strain-of-the-flu-idUSKBN29X2RQ,Fact check: COVID-19 has been proven to exist and is not a strain of the flu,A video showing a man making false statements about COVID-19 while attempting to remove a coronavirus patient from an English hospital continues to be shared online.,28-01-2021
6,https://www.reuters.com//article/uk-factcheck-masks/fact-check-the-world-health-organization-did-not-change-advice-to-say-masks-are-not-necessary-idUSKBN29X2S5,Fact check: The World Health Organization did not change advice to say masks are not necessary,A website screenshot being shared on Facebook has falsely claimed that the World Health Organization (WHO) said in a January 2021 press conference that it was advising people without symptoms of coronavirus not to wear face masks.,28-01-2021
7,https://www.reuters.com//article/uk-factcheck-pawffice-not-official/fact-check-statement-from-first-dogs-champ-and-major-biden-was-created-by-a-fan-page-idUSKBN29X24R,Fact check: ‘Statement from First Dogs Champ and Major Biden’ was created (and posted) by a fan page,"Users on social media are sharing a screenshot of what appears to be a “press release” from “First Dogs Champs and Major Biden”, tweeted from an account named “The Oval Pawffice”. Some users appear to interpret this is an official “statement” from the Biden administration. This is false: it was posted by a fan account which is not run by or affiliated with Biden’s communications team.",28-01-2021
8,https://www.reuters.com//article/uk-factcheck-gates-vaccine/fact-check-no-evidence-that-bill-gates-used-actor-for-covid-19-vaccine-photo-idUSKBN29W2UL,Fact check: No evidence that Bill Gates used actor for COVID-19 vaccine photo,"Various social media posts have claimed that a picture of Bill Gates receiving the COVID-19 vaccine was staged, and that the man pictured is not the billionaire philanthropist, but an actor. There is no evidence to support this claim.",27-01-2021
9,https://www.reuters.com//article/uk-fact-check-biden-bible-illuminati-fre/fact-check-biden-family-bible-used-during-his-oath-is-historically-roman-catholic-not-connected-to-illuminati-or-freemasons-as-posts-claim-idUSKBN29W2M9,"Fact check: Biden family Bible used during his oath is historically Roman Catholic, not connected to Illuminati or Freemasons as posts claim","In the days following U.S. President Joe Biden’s inauguration on Jan. 20, posts on social media claimed that the Bible he used during his swearing-in ceremony is connected to the Masonic Order or the Illuminati. A family heirloom from the late 19th century, Biden’s Bible is a Douay-Rheims edition, used by English-speaking Roman Catholics around the world. Claims of Masonic or Illuminati links to this Bible edition are baseless and, similarly to QAnon, relate to the classic conspiracy theory that",27-01-2021
0,https://www.reuters.com//article/uk-factcheck-bidens-started-dating/fact-check-false-claims-about-when-jill-and-joe-biden-started-dating-idUSKBN29W2MP,Fact check: False claims about when Jill and Joe Biden started dating,"Social media users are sharing posts which claim that First Lady Jill Biden was President Joe Biden’s teenage babysitter and Joe started a relationship with her while his wife was in the hospital. This claim is false: according to the Bidens, Jill and Joe Biden’s first date was in March 1975 when Jill was in her twenties.",27-01-2021
1,https://www.reuters.com//article/uk-factcheck-wef/fact-check-the-covid-19-vaccine-is-not-a-placebo-idUSKBN29W2G7,Fact check: The COVID-19 vaccine is not a placebo,A social media post with a list of claims linked to a  purported “game plan” behind the COVID-19 pandemic has been viewed thousands of time online. The list includes the false suggestion that the vaccines that have been developed to combat the disease are actually ‘placebos’.,27-01-2021
2,https://www.reuters.com//article/uk-factcheck-fox-news-article-biden-agri/fact-check-fabricated-fox-news-article-about-bidens-new-agriculture-licensing-policies-idUSKBN29W2G4,Fact check: Fabricated Fox News article about Biden’s ‘new agriculture licensing policies’,"Social media users have been sharing a screenshot online of an alleged Fox News article about President Joe Biden’s new agriculture policies. The image was digitally altered to include the headline: “Biden admin to confiscate farm equipment, ‘hoarded food’ under new agriculture licensing policies”",27-01-2021
3,https://www.reuters.com//article/uk-factcheck-capitol-storming-staged-gre/fact-check-the-capitol-storming-was-not-staged-with-green-screens-idUSKBN29W2EQ,Fact check: The Capitol storming was not staged with green screens,Social media users have been sharing content online that claims the storming of the U.S. Capitol was staged with the help of green screens. There is no evidence to support this claim.,27-01-2021
4,https://www.reuters.com//article/uk-factcheck-inauguration-aircraft/fact-check-video-does-not-show-military-aircraft-flying-into-washington-d-c-for-bidens-inauguration-idUSKBN29O27A,Fact check: Video does not show military aircraft flying into Washington D.C. for Biden’s inauguration,"Update January 27, 2021: Including comment from TikTok user in paragraph eight.",27-01-2021
5,https://www.reuters.com//article/uk-factcheck-helsinki/fact-check-helsinki-committee-for-human-rights-is-not-planning-to-say-pfizer-is-carrying-out-an-unauthorised-human-experiment-with-its-covid-19-vaccine-idUSKBN29W24F,Fact check: Helsinki Committee for Human Rights is not planning to say Pfizer is carrying out an ‘unauthorised human experiment’ with its COVID-19 vaccine,"Pfizer is not unlawfully trialling its coronavirus vaccine on people in Israel and the Helsinki Committee for Human Rights has no plan to announce this, despite claims from Facebook users to the contrary.",27-01-2021
6,https://www.reuters.com//article/uk-factcheck-masks/fact-check-no-evidence-masks-and-vaccination-have-contributed-to-rise-in-uk-covid-19-deaths-idUSKBN29V2KJ,Fact check: No evidence masks and vaccination have contributed to rise in UK COVID-19 deaths,Posts questioning the current surge of coronavirus deaths in Britain and asking whether masks and vaccinations are to blame are being shared on social media. There is no evidence to suggest these two factors have worsened COVID-19 mortality in the country.,26-01-2021
7,https://www.reuters.com//article/uk-factcheck-oval-office-not-movie-set/fact-check-debunking-claims-that-bidens-oval-office-is-a-fake-movie-set-idUSKBN29V2JZ,Fact check: Debunking claims that Biden’s Oval Office is a fake movie set,"Social media users have shared photos of President Joe Biden in the Oval Office, claiming they provide proof that the office is fake or a film set. The “evidence” includes a supposed change in wallpaper, allegedly darkened windows and claims that former President Trump is walking in the background outside the office. Reuters has examined each of these photos and found none of the claims to be true.",26-01-2021
8,https://www.reuters.com//article/uk-factcheck-lincoln-quote-fake/fact-check-false-quote-attributed-to-abraham-lincoln-is-distortion-of-an-1838-speech-idUSKBN29V2HH,Fact check: False quote attributed to Abraham Lincoln is distortion of an 1838 speech,"A quote falsely attributed to Abraham Lincoln saying that America will be destroyed from the inside not the outside is circulating online. Several Lincoln scholars confirmed to Reuters that this quote is fabricated. However, it is similar to a remark he made at a speech in 1838. ",26-01-2021
9,https://www.reuters.com//article/uk-factcheck-biden-secret-service-agent/fact-check-photos-show-biden-with-u-s-secret-service-agent-idUSKBN29V2HC,Fact check: Photos show Biden with U.S. Secret Service agent,"After the 59th presidential inauguration on Jan. 20, users on social media made the incorrect claim that President Joe Biden was “followed” by a “Chinese handler” or a “Chinese bodyguard”, some posts insinuate that this is proof that Biden is “working for China”. This is false. The man in the photographs these posts is David Cho, a decorated Asian-American U.S. Secret Service agent that also served during the Trump administration.",26-01-2021
0,https://www.reuters.com//article/uk-factcheck-meme-nine-questions/fact-check-meme-features-false-list-of-nine-questions-to-claim-biden-is-not-president-idUSKBN29V2CV,Fact check: Meme features false list of nine questions to claim Biden is not president,A meme circulating on social media lists nine “questions to ask someone who thinks Biden is the President”. This image includes six false claims and three allegations that are missing context and are not evidence that Biden’s presidency is invalid.,26-01-2021
1,https://www.reuters.com//article/uk-factcheck-george-washington-quote-arm/fact-check-inaccurate-george-washington-quote-about-the-right-to-bear-arms-idUSKBN29V27N,Fact check: Inaccurate George Washington quote about the right to bear arms,Social media users have been sharing a quote attributed to George Washington about the right to bear arms. This quote has been misattributed; it was not said by the first President of the United States.,26-01-2021
2,https://www.reuters.com//article/uk-factcheck-deaths/fact-check-deaths-in-the-uk-are-not-all-being-registered-as-coronavirus-related-idUSKBN29U2F5,Fact check: Deaths in the UK are not all being registered as coronavirus-related,"Coronavirus is not being recorded as the cause of death for every person who dies in the UK, despite a Facebook video claiming otherwise. The virus was, however, the leading cause of death in 2020 in England and Wales according to provisional data.",25-01-2021
3,https://www.reuters.com//article/uk-fact-check-port-of-los-angeles-ships/fact-check-video-of-ships-off-the-coast-of-long-beach-california-does-not-show-military-vessels-idUSKBN29U2AT,"Fact check: Video of ships off the coast of Long Beach, California does not show military vessels","On Jan. 19, 2021, one day before the inauguration of U.S. President Joe Biden, supporters of former President Donald Trump began sharing a video claiming to show military vessels off the coach of Long Beach, California. They either claimed or suggested that U.S. Navy ships had arrived to keep Trump in office.",25-01-2021
4,https://www.reuters.com//article/uk-fact-check-misattributed-livermore-ma/fact-check-viral-op-ed-praising-trump-has-been-misattributed-to-former-mayor-of-livermore-ca-idUSKBN29U2AX,"Fact check: Viral op-ed praising Trump has been misattributed to former mayor of Livermore, CA","In the run-up to President Joe Biden’s inauguration on Jan. 20, an op-ed allegedly written by the mayor of a San Francisco Bay Area city began re-circulating on social media. The piece defends Donald Trump’s “lack of decorum, dignity, and statesmanship,” and praises the former president for “defeating the Left using their own tactics” and “fight(ing) for America.” The words, however, have been wrongly attributed to Dr Marshall Kamena, an optometrist and former mayor of Livermore, California. The",25-01-2021
5,https://www.reuters.com//article/uk-factcheck-biden-granddaughters-disapp/fact-check-bidens-granddaughters-did-not-disappear-during-his-inauguration-no-evidence-to-prove-inauguration-was-staged-idUSKBN29U29A,"Fact check: Biden’s granddaughters did not disappear during his inauguration, no evidence to prove inauguration was staged","Social media users have been sharing a video, which claims that President Biden’s inauguration was staged because his granddaughters suddenly disappeared while he was taking the oath of office and also because First Lady Jill Biden wore two different pairs of shoes during the day. This claim is false: Biden’s granddaughters were present throughout the oath and the video gives no clear reason as to why Jill Biden changing her shoes would be proof that the inauguration was staged.",25-01-2021
6,https://www.reuters.com//article/uk-factcheck-ted-nugent-biden/fact-check-ted-nugent-shared-but-did-not-write-letter-to-biden-that-went-viral-idUSKBN29U21R,Fact check: Ted Nugent shared but did not write ‘letter to Biden’ that went viral,"Social media posts, shared thousands of times, show a text attributed to Ted Nugent which is addressed to President Joe Biden that says: “This Trump supporter will be giving you the same respect you gave my President Trump.”. While the musician did post this “letter” on his Facebook page on Nov. 18, 2020, a spokeswoman for Nugent confirmed to Reuters that he was not the author of the letter. ",25-01-2021
7,https://www.reuters.com//article/uk-factcheck-tracking/fact-check-facebook-did-not-log-out-users-to-install-a-tracking-device-on-their-phones-idUSKBN29U1YX,Fact Check: Facebook did not log out users to install a tracking device on their phones,Facebook users have suggested a recent app outage was planned so Facebook’s developers could install tracking devices onto mobile phones. This is not true.,25-01-2021
8,https://www.reuters.com//article/uk-factcheck-foi/fact-check-freedom-of-information-response-on-covid-19-deaths-lacks-context-idUSKBN29S0NP,Fact check: Freedom of Information response on COVID-19 deaths lacks context,"A social media post has claimed that only 26 patients died from ‘COVID-19 alone’ at a Welsh Health Board. This statistic, however, has been taken out of context in posts that use it to further arguments that the UK's pandemic response has been disproportionate.",23-01-2021
9,https://www.reuters.com//article/uk-factcheck-sequencing/fact-check-pcr-testing-and-viral-genetic-sequencing-serve-different-purposes-idUSKBN29R2NR,Fact check: PCR testing and viral genetic sequencing serve different purposes,"A video advocating for an airline that vows to resist any future COVID-19 restrictions such as requirements to be vaccinated, wear a face mask, or provide a negative COVID-19 test, contains false information about PCR tests for COVID-19.",22-01-2021
0,https://www.reuters.com//article/uk-factcheck-photos-biden-oath/fact-check-post-shows-different-angles-of-president-bidens-swearing-in-ceremony-idUSKBN29R2JD,Fact check: Post shows different angles of President Biden’s swearing in ceremony,"A post on social media features two photographs of President Joe Biden’s swearing in ceremony that appear to show a different set up of the people on the background. Some users claim this mismatch between the images is proof that Biden’s inauguration was pre-recorded or somehow staged and inauthentic. This is false: the images, a photograph and a screengrab from C-SPAN footage, were captured from different angles.  ",22-01-2021
1,https://www.reuters.com//article/uk-factcheck-vaccine-production/fact-check-vaccine-production-was-not-halted-due-to-deaths-caused-by-covid-vaccines-idUSKBN29R2EV,Fact check: Vaccine production was not halted due to deaths caused by COVID vaccines,A video that covers a range of conspiracies regarding COVID-19 vaccines is being shared on social media. The video includes the false suggestion that the vaccine manufacturer Pfizer shut down production because of deaths among vaccine recipients. There are other claims and opinions in the video that are outside the scope of this check.,22-01-2021
2,https://www.reuters.com//article/uk-factcheck-photo-biden-hillary-masks-2/fact-check-photo-showing-joe-biden-and-hillary-clinton-without-masks-is-from-2016-idUSKBN29R2EF,Fact check: Photo showing Joe Biden and Hillary Clinton without masks is from 2016,"Social media users have been sharing a photograph online that shows President Joe Biden, First Lady Jill Biden, and Hillary and Bill Clinton in proximity without face masks and claiming that it is a recent photograph after Biden’s inauguration on Jan. 20, 2021. This claim is false: the photograph was taken in 2016.",22-01-2021
3,https://www.reuters.com//article/uk-factcheck-biden-comment-doomed-us/fact-check-bidens-comments-about-doomed-united-states-taken-out-of-context-idUSKBN29R2BO,Fact check: Biden’s comments about ‘doomed’ United States taken out of context,"Social media users have been sharing a video clip from a Zoom call where President Joe Biden seems to say that the United States is “doomed” because the country will be “minority white European” by 2040. Biden’s words have been taken out of context. In the call then President-elect Biden held with civil rights leaders, the statistic was mentioned as a reason why “significant progress on racial equity” was so important.",22-01-2021
4,https://www.reuters.com//article/uk-factcheck-flu-levels/fact-check-low-flu-levels-during-the-pandemic-is-likely-the-result-of-coronavirus-measures-idUSKBN29R2AU,Fact check: Low flu levels during the pandemic is likely the result of coronavirus measures,Various posts on social media are sharing the incorrect claim that low influenza activity during the coronavirus pandemic is evidence that the flu is being mislabeled as COVID-19.,22-01-2021
5,https://www.reuters.com//article/uk-factcheck-woman-capitol-not-cnn/fact-check-woman-who-was-inside-the-capitol-on-jan-6-does-not-work-for-cnn-or-npr-idUSKBN29O2LG,Fact check: Woman who was inside the Capitol on Jan. 6 does not work for CNN or NPR,"Posts circulating on social media make the claim that Jade Sacker, a woman who can be seen in a video inside the Capitol on Jan. 6, works for CNN. This is false. Sacker, who describes herself as a photojournalist, appeared on CNN’s Anderson Cooper after the riots, but she did so in the capacity of an eyewitness. CNN told Reuters that Sacker was not at the Capitol on behalf of the channel.",22-01-2021
